Country,Date,Total Cases,Deaths,Recovered,Active Cases
Egypt,2020-04-08,1560,103,305,1152
Egypt,2020-04-09,1699,118,348,1233
Egypt,2020-04-10,1794,135,384,1275
Egypt,2020-04-11,1939,146,426,1367
Egypt,2020-04-12,2065,159,447,1459
Egypt,2020-04-13,2190,164,488,1538
Egypt,2020-04-14,2350,178,514,1658
Egypt,2020-04-15,2505,183,589,1733
Egypt,2020-04-16,2673,196,596,1881
Egypt,2020-04-17,2844,205,646,1993
Egypt,2020-04-18,3032,224,701,2107
Egypt,2020-04-19,3144,239,732,2173
South Africa,2020-03-05,1,0,0,1
South Africa,2020-03-06,1,0,0,1
South Africa,2020-03-07,2,0,0,2
South Africa,2020-03-08,3,0,0,3
South Africa,2020-03-09,7,0,0,7
South Africa,2020-03-10,7,0,0,7
South Africa,2020-03-11,13,0,0,13
South Africa,2020-03-12,16,0,0,16
South Africa,2020-03-13,24,0,0,24
South Africa,2020-03-14,38,0,0,38
South Africa,2020-03-15,51,0,0,51
South Africa,2020-03-16,62,0,0,62
South Africa,2020-03-17,85,0,0,85
South Africa,2020-03-18,116,0,0,116
South Africa,2020-03-19,150,0,0,150
South Africa,2020-03-20,202,0,0,202
South Africa,2020-03-21,240,0,0,240
South Africa,2020-03-22,274,0,0,274
South Africa,2020-03-23,402,0,0,402
South Africa,2020-03-24,554,0,0,554
South Africa,2020-03-25,709,0,0,709
South Africa,2020-03-26,927,0,0,927
South Africa,2020-03-27,1170,1,31,1138
South Africa,2020-03-28,1187,1,31,1155
South Africa,2020-03-29,1280,2,31,1247
South Africa,2020-03-30,1326,3,31,1292
South Africa,2020-03-31,1353,5,31,1317
South Africa,2020-04-01,1380,5,31,1344
South Africa,2020-04-02,1462,5,45,1412
South Africa,2020-04-03,1505,7,45,1453
South Africa,2020-04-04,1585,9,45,1531
South Africa,2020-04-05,1655,11,45,1599
South Africa,2020-04-06,1686,12,45,1629
South Africa,2020-04-07,1749,13,45,1691
South Africa,2020-04-08,1845,18,45,1782
South Africa,2020-04-09,1934,18,45,1871
South Africa,2020-04-10,2003,24,410,1569
South Africa,2020-04-11,2028,25,410,1593
South Africa,2020-04-12,2173,25,410,1738
South Africa,2020-04-13,2272,27,410,1835
South Africa,2020-04-14,2415,27,410,1978
South Africa,2020-04-15,2506,34,410,2062
South Africa,2020-04-16,2605,48,903,1654
South Africa,2020-04-17,2783,50,903,1830
South Africa,2020-04-18,3034,52,903,2079
South Africa,2020-04-19,3158,54,903,2201
South Africa,2020-04-20,3300,58,1055,2187
Argentina,2020-04-20,2930,136,733,2061
Thailand,2020-01-13,1,0,0,1
Thailand,2020-01-14,1,0,0,1
Thailand,2020-01-15,1,0,0,1
Thailand,2020-01-16,1,0,0,1
Thailand,2020-01-17,2,0,0,2
Thailand,2020-01-18,2,0,0,2
Thailand,2020-01-19,2,0,0,2
Thailand,2020-01-20,2,0,0,2
Thailand,2020-01-21,2,0,0,2
Thailand,2020-01-22,4,0,0,4
Thailand,2020-01-23,4,0,0,4
Thailand,2020-01-24,5,0,0,5
Thailand,2020-01-25,6,0,0,6
Thailand,2020-01-26,8,0,0,8
Thailand,2020-01-27,8,0,0,8
Thailand,2020-01-28,14,0,0,14
Thailand,2020-01-29,14,0,0,14
Thailand,2020-01-30,14,0,0,14
Thailand,2020-01-31,19,0,5,14
Thailand,2020-02-01,19,0,5,14
Thailand,2020-02-02,19,0,5,14
Thailand,2020-02-03,19,0,5,14
Thailand,2020-02-04,19,0,6,13
Thailand,2020-02-05,25,0,7,18
Thailand,2020-02-06,25,0,7,18
Thailand,2020-02-07,25,0,8,17
Thailand,2020-02-08,25,0,8,17
Thailand,2020-02-09,32,0,9,23
Thailand,2020-02-10,32,0,9,23
Thailand,2020-02-11,33,0,9,24
Thailand,2020-02-12,33,0,10,23
Thailand,2020-02-13,33,0,10,23
Thailand,2020-02-14,33,0,10,23
Thailand,2020-02-15,33,0,10,23
Thailand,2020-02-16,34,0,12,22
Thailand,2020-02-17,35,0,12,23
Thailand,2020-02-18,35,0,15,20
Thailand,2020-02-19,35,0,15,20
Thailand,2020-02-20,35,0,15,20
Thailand,2020-02-21,35,0,17,18
Thailand,2020-02-22,35,0,19,16
Thailand,2020-02-23,35,0,20,15
Thailand,2020-02-24,35,0,21,14
Thailand,2020-02-25,37,0,21,16
Thailand,2020-02-26,40,0,22,18
Thailand,2020-02-27,40,0,24,16
Thailand,2020-02-28,40,0,24,16
Thailand,2020-02-29,40,0,28,12
Thailand,2020-03-01,42,0,28,14
Thailand,2020-03-02,43,1,30,12
Thailand,2020-03-03,43,1,31,11
Thailand,2020-03-04,43,1,31,11
Thailand,2020-03-05,47,1,31,15
Thailand,2020-03-06,48,1,31,16
Thailand,2020-03-07,50,1,31,18
Thailand,2020-03-08,50,1,33,16
Thailand,2020-03-09,50,1,33,16
Thailand,2020-03-10,53,1,33,19
Thailand,2020-03-11,59,1,34,24
Thailand,2020-03-12,70,1,35,34
Thailand,2020-03-13,75,1,35,39
Thailand,2020-03-14,82,1,35,46
Thailand,2020-03-15,114,1,37,76
Thailand,2020-03-16,147,1,38,108
Thailand,2020-03-17,177,1,41,135
Thailand,2020-03-18,212,1,42,169
Thailand,2020-03-19,272,1,42,229
Thailand,2020-03-20,322,1,43,278
Thailand,2020-03-21,411,1,43,367
Thailand,2020-03-22,599,1,44,554
Thailand,2020-03-23,721,1,52,668
Thailand,2020-03-24,827,4,57,766
Thailand,2020-03-25,934,4,70,860
Thailand,2020-03-26,1045,4,88,953
Thailand,2020-03-27,1136,5,97,1034
Thailand,2020-03-28,1245,6,97,1142
Thailand,2020-03-29,1388,7,101,1280
Thailand,2020-03-30,1524,9,127,1388
Thailand,2020-03-31,1651,10,342,1299
Thailand,2020-04-01,1771,12,416,1343
Thailand,2020-04-02,1875,15,505,1355
Thailand,2020-04-03,1978,19,581,1378
Thailand,2020-04-04,2067,20,612,1435
Thailand,2020-04-05,2169,23,674,1472
Thailand,2020-04-06,2220,26,793,1401
Thailand,2020-04-07,2258,27,824,1407
Thailand,2020-04-08,2369,30,888,1451
Thailand,2020-04-09,2423,32,940,1451
Thailand,2020-04-10,2473,33,1013,1427
Thailand,2020-04-11,2518,35,1135,1348
Thailand,2020-04-12,2551,38,1218,1295
Thailand,2020-04-13,2579,40,1288,1251
Thailand,2020-04-14,2613,41,1405,1167
Thailand,2020-04-15,2643,43,1497,1103
Thailand,2020-04-16,2672,46,1593,1033
Thailand,2020-04-17,2700,47,1689,964
Thailand,2020-04-18,2733,47,1787,899
Thailand,2020-04-19,2765,47,1928,790
Thailand,2020-04-20,2792,47,1999,746
Morocco,2020-03-02,1,0,0,1
Morocco,2020-03-03,1,0,0,1
Morocco,2020-03-04,1,0,0,1
Morocco,2020-03-05,2,0,0,2
Morocco,2020-03-06,2,0,0,2
Morocco,2020-03-07,2,0,0,2
Morocco,2020-03-08,2,0,0,2
Morocco,2020-03-09,2,0,0,2
Morocco,2020-03-10,3,1,0,2
Morocco,2020-03-11,6,1,0,5
Morocco,2020-03-12,6,1,0,5
Morocco,2020-03-13,8,1,1,6
Morocco,2020-03-14,18,1,1,16
Morocco,2020-03-15,28,1,1,26
Morocco,2020-03-16,37,1,1,35
Morocco,2020-03-17,44,2,1,41
Morocco,2020-03-18,54,2,1,51
Morocco,2020-03-19,63,2,2,59
Morocco,2020-03-20,79,3,2,74
Morocco,2020-03-21,96,3,3,90
Morocco,2020-03-22,115,4,3,108
Morocco,2020-03-23,143,4,5,134
Morocco,2020-03-24,170,5,6,159
Morocco,2020-03-25,225,6,7,212
Morocco,2020-03-26,275,10,8,257
Morocco,2020-03-27,345,23,11,311
Morocco,2020-03-28,402,25,12,365
Morocco,2020-03-29,479,26,13,440
Morocco,2020-03-30,556,33,15,508
Morocco,2020-03-31,617,36,24,557
Morocco,2020-04-01,654,39,29,586
Morocco,2020-04-02,708,44,31,633
Morocco,2020-04-03,791,48,57,686
Morocco,2020-04-04,919,59,66,794
Morocco,2020-04-05,1021,70,76,875
Morocco,2020-04-06,1120,80,81,959
Morocco,2020-04-07,1184,90,93,1001
Morocco,2020-04-08,1275,93,97,1085
Morocco,2020-04-09,1374,97,109,1168
Morocco,2020-04-10,1448,107,122,1219
Morocco,2020-04-11,1545,111,146,1288
Morocco,2020-04-12,1661,118,177,1366
Morocco,2020-04-13,1763,126,203,1434
Morocco,2020-04-14,1888,126,217,1545
Morocco,2020-04-15,2024,127,229,1668
Morocco,2020-04-16,2283,130,249,1904
Morocco,2020-04-17,2564,135,281,2148
Morocco,2020-04-18,2685,137,314,2234
Morocco,2020-04-19,2855,141,327,2387
Morocco,2020-04-20,3046,143,350,2553
Algeria,2020-02-25,1,0,0,1
Algeria,2020-02-26,1,0,0,1
Algeria,2020-02-27,1,0,0,1
Algeria,2020-02-28,1,0,0,1
Algeria,2020-02-29,1,0,0,1
Algeria,2020-03-01,1,0,0,1
Algeria,2020-03-02,3,0,0,3
Algeria,2020-03-03,8,0,0,8
Algeria,2020-03-04,13,0,0,13
Algeria,2020-03-05,13,0,0,13
Algeria,2020-03-06,13,0,0,13
Algeria,2020-03-07,20,0,0,20
Algeria,2020-03-08,20,0,0,20
Algeria,2020-03-09,20,0,0,20
Algeria,2020-03-10,20,0,0,20
Algeria,2020-03-11,20,0,0,20
Algeria,2020-03-12,26,1,0,25
Algeria,2020-03-13,27,1,10,16
Algeria,2020-03-14,35,3,10,22
Algeria,2020-03-15,52,4,12,36
Algeria,2020-03-16,58,4,12,42
Algeria,2020-03-17,60,5,12,43
Algeria,2020-03-18,72,7,12,53
Algeria,2020-03-19,90,8,12,70
Algeria,2020-03-20,102,12,12,78
Algeria,2020-03-21,139,15,12,112
Algeria,2020-03-22,201,17,22,162
Algeria,2020-03-23,230,17,22,191
Algeria,2020-03-24,264,19,22,223
Algeria,2020-03-25,302,21,24,257
Algeria,2020-03-26,367,25,24,318
Algeria,2020-03-27,409,26,24,359
Algeria,2020-03-28,454,29,29,396
Algeria,2020-03-29,511,31,31,449
Algeria,2020-03-30,584,35,31,518
Algeria,2020-03-31,716,44,37,635
Algeria,2020-04-01,847,58,46,743
Algeria,2020-04-02,986,86,61,839
Algeria,2020-04-03,1171,105,61,1005
Algeria,2020-04-04,1251,130,62,1059
Algeria,2020-04-05,1320,152,90,1078
Algeria,2020-04-06,1423,173,90,1160
Algeria,2020-04-07,1468,193,90,1185
Algeria,2020-04-08,1572,205,113,1254
Algeria,2020-04-09,1666,235,237,1194
Algeria,2020-04-10,1761,256,347,1158
Algeria,2020-04-11,1825,275,405,1145
Algeria,2020-04-12,1914,293,460,1161
Algeria,2020-04-13,1983,313,591,1079
Algeria,2020-04-14,2070,326,601,1143
Algeria,2020-04-15,2160,336,691,1133
Algeria,2020-04-16,2268,348,708,1212
Algeria,2020-04-17,2418,364,783,1271
Algeria,2020-04-18,2534,367,894,1273
Algeria,2020-04-19,2629,375,1047,1207
Algeria,2020-04-20,2718,384,1099,1235
Moldova,2020-03-07,1,0,0,1
Moldova,2020-03-08,1,0,0,1
Moldova,2020-03-09,1,0,0,1
Moldova,2020-03-10,3,0,0,3
Moldova,2020-03-11,4,0,0,4
Moldova,2020-03-12,6,0,0,6
Moldova,2020-03-13,8,0,0,8
Moldova,2020-03-14,12,0,0,12
Moldova,2020-03-15,23,0,0,23
Moldova,2020-03-16,29,0,1,28
Moldova,2020-03-17,30,0,1,29
Moldova,2020-03-18,36,1,1,34
Moldova,2020-03-19,49,1,1,47
Moldova,2020-03-20,66,1,1,64
Moldova,2020-03-21,80,1,2,77
Moldova,2020-03-22,94,1,2,91
Moldova,2020-03-23,109,1,2,106
Moldova,2020-03-24,125,1,2,122
Moldova,2020-03-25,149,1,2,146
Moldova,2020-03-26,177,1,2,174
Moldova,2020-03-27,199,2,5,192
Moldova,2020-03-28,231,2,11,218
Moldova,2020-03-29,263,2,13,248
Moldova,2020-03-30,298,2,15,281
Moldova,2020-03-31,353,4,22,327
Moldova,2020-04-01,423,5,23,395
Moldova,2020-04-02,505,6,25,474
Moldova,2020-04-03,591,8,26,557
Moldova,2020-04-04,752,12,29,711
Moldova,2020-04-05,864,15,30,819
Moldova,2020-04-06,965,19,37,909
Moldova,2020-04-07,1056,22,40,994
Moldova,2020-04-08,1174,27,43,1104
Moldova,2020-04-09,1289,29,50,1210
Moldova,2020-04-10,1438,29,56,1353
Moldova,2020-04-11,1560,30,75,1455
Moldova,2020-04-12,1662,32,94,1536
Moldova,2020-04-13,1712,35,107,1570
Moldova,2020-04-14,1799,40,134,1625
Moldova,2020-04-15,1914,46,171,1697
Moldova,2020-04-16,2019,54,235,1730
Moldova,2020-04-17,2129,56,276,1797
Moldova,2020-04-18,2282,60,391,1831
Moldova,2020-04-19,2472,67,457,1948
Moldova,2020-04-20,2548,70,478,2000
Greece,2020-02-26,1,0,0,1
Greece,2020-02-27,3,0,0,3
Greece,2020-02-28,4,0,0,4
Greece,2020-02-29,7,0,0,7
Greece,2020-03-01,7,0,0,7
Greece,2020-03-02,7,0,0,7
Greece,2020-03-03,7,0,0,7
Greece,2020-03-04,9,0,0,9
Greece,2020-03-05,31,0,0,31
Greece,2020-03-06,45,0,0,45
Greece,2020-03-07,66,0,0,66
Greece,2020-03-08,73,0,0,73
Greece,2020-03-09,84,0,0,84
Greece,2020-03-10,89,0,0,89
Greece,2020-03-11,99,0,0,99
Greece,2020-03-12,117,1,2,114
Greece,2020-03-13,190,1,2,187
Greece,2020-03-14,228,3,8,217
Greece,2020-03-15,331,4,8,319
Greece,2020-03-16,352,4,10,338
Greece,2020-03-17,387,5,14,368
Greece,2020-03-18,418,5,14,399
Greece,2020-03-19,464,6,19,439
Greece,2020-03-20,495,10,19,466
Greece,2020-03-21,530,13,19,498
Greece,2020-03-22,624,15,19,590
Greece,2020-03-23,695,17,29,649
Greece,2020-03-24,743,20,32,691
Greece,2020-03-25,821,22,38,761
Greece,2020-03-26,892,26,42,824
Greece,2020-03-27,966,28,52,886
Greece,2020-03-28,1061,32,52,977
Greece,2020-03-29,1156,38,53,1065
Greece,2020-03-30,1212,43,53,1116
Greece,2020-03-31,1314,49,53,1212
Greece,2020-04-01,1415,50,53,1312
Greece,2020-04-02,1544,53,53,1438
Greece,2020-04-03,1613,59,53,1501
Greece,2020-04-04,1673,68,53,1552
Greece,2020-04-05,1735,73,53,1609
Greece,2020-04-06,1755,79,269,1407
Greece,2020-04-07,1832,81,269,1482
Greece,2020-04-08,1884,83,273,1528
Greece,2020-04-09,1955,86,273,1596
Greece,2020-04-10,2009,90,273,1646
Greece,2020-04-11,2081,93,273,1715
Greece,2020-04-12,2114,98,273,1743
Greece,2020-04-13,2145,99,273,1773
Greece,2020-04-14,2170,101,273,1796
Greece,2020-04-15,2192,102,273,1817
Greece,2020-04-16,2207,105,273,1829
Greece,2020-04-17,2224,108,273,1843
Greece,2020-04-18,2235,110,273,1852
Greece,2020-04-19,2235,113,273,1849
Greece,2020-04-20,2245,116,273,1856
Croatia,2020-02-25,1,0,0,1
Croatia,2020-02-26,3,0,0,3
Croatia,2020-02-27,3,0,0,3
Croatia,2020-02-28,5,0,0,5
Croatia,2020-02-29,7,0,0,7
Croatia,2020-03-01,8,0,0,8
Croatia,2020-03-02,0,0,0,0
Croatia,2020-03-03,0,0,0,0
Croatia,2020-03-04,9,0,0,9
Croatia,2020-03-05,10,0,0,10
Croatia,2020-03-06,11,0,0,11
Croatia,2020-03-07,12,0,0,12
Croatia,2020-03-08,12,0,0,12
Croatia,2020-03-09,13,0,0,13
Croatia,2020-03-10,15,0,0,15
Croatia,2020-03-11,19,0,0,19
Croatia,2020-03-12,27,0,1,26
Croatia,2020-03-13,32,0,1,31
Croatia,2020-03-14,39,0,2,37
Croatia,2020-03-15,49,0,2,47
Croatia,2020-03-16,56,0,4,52
Croatia,2020-03-17,69,0,5,64
Croatia,2020-03-18,89,1,5,83
Croatia,2020-03-19,105,1,5,99
Croatia,2020-03-20,128,1,5,122
Croatia,2020-03-21,206,1,5,200
Croatia,2020-03-22,254,1,5,248
Croatia,2020-03-23,315,1,5,309
Croatia,2020-03-24,382,1,16,365
Croatia,2020-03-25,442,1,22,419
Croatia,2020-03-26,495,2,22,471
Croatia,2020-03-27,586,3,37,546
Croatia,2020-03-28,657,5,49,603
Croatia,2020-03-29,713,6,52,655
Croatia,2020-03-30,790,6,64,720
Croatia,2020-03-31,867,6,67,794
Croatia,2020-04-01,963,6,73,884
Croatia,2020-04-02,1011,7,88,916
Croatia,2020-04-03,1079,8,92,979
Croatia,2020-04-04,1126,12,119,995
Croatia,2020-04-05,1182,15,125,1042
Croatia,2020-04-06,1222,16,130,1076
Croatia,2020-04-07,1282,18,167,1097
Croatia,2020-04-08,1343,19,179,1145
Croatia,2020-04-09,1407,20,219,1168
Croatia,2020-04-10,1495,21,231,1243
Croatia,2020-04-11,1534,21,323,1190
Croatia,2020-04-12,1600,23,373,1204
Croatia,2020-04-13,1650,25,400,1225
Croatia,2020-04-14,1704,31,415,1258
Croatia,2020-04-15,1741,33,473,1235
Croatia,2020-04-16,1791,35,529,1227
Croatia,2020-04-17,1814,36,600,1178
Croatia,2020-04-18,1832,39,615,1178
Croatia,2020-04-19,1871,47,709,1115
Croatia,2020-04-20,1881,47,771,1063
Hungary,2020-03-04,2,0,0,2
Hungary,2020-03-05,3,0,0,3
Hungary,2020-03-06,4,0,0,4
Hungary,2020-03-07,7,0,0,7
Hungary,2020-03-08,9,0,0,9
Hungary,2020-03-09,12,0,0,12
Hungary,2020-03-10,12,0,0,12
Hungary,2020-03-11,13,0,0,13
Hungary,2020-03-12,16,0,1,15
Hungary,2020-03-13,19,0,1,18
Hungary,2020-03-14,30,0,1,29
Hungary,2020-03-15,32,1,1,30
Hungary,2020-03-16,39,1,2,36
Hungary,2020-03-17,50,1,2,47
Hungary,2020-03-18,58,1,2,55
Hungary,2020-03-19,73,1,2,70
Hungary,2020-03-20,85,4,7,74
Hungary,2020-03-21,103,4,7,92
Hungary,2020-03-22,131,6,16,109
Hungary,2020-03-23,167,8,21,138
Hungary,2020-03-24,187,9,21,157
Hungary,2020-03-25,226,10,21,195
Hungary,2020-03-26,261,10,28,223
Hungary,2020-03-27,300,10,34,256
Hungary,2020-03-28,343,11,34,298
Hungary,2020-03-29,408,13,34,361
Hungary,2020-03-30,447,15,34,398
Hungary,2020-03-31,492,16,37,439
Hungary,2020-04-01,525,20,40,465
Hungary,2020-04-02,585,21,42,522
Hungary,2020-04-03,623,26,43,554
Hungary,2020-04-04,678,32,58,588
Hungary,2020-04-05,733,34,66,633
Hungary,2020-04-06,744,38,67,639
Hungary,2020-04-07,817,47,71,699
Hungary,2020-04-08,895,58,94,743
Hungary,2020-04-09,980,66,96,818
Hungary,2020-04-10,1190,77,112,1001
Hungary,2020-04-11,1310,85,115,1110
Hungary,2020-04-12,1410,99,118,1193
Hungary,2020-04-13,1458,109,120,1229
Hungary,2020-04-14,1512,122,122,1268
Hungary,2020-04-15,1579,134,192,1253
Hungary,2020-04-16,1652,142,199,1311
Hungary,2020-04-17,1763,156,207,1400
Hungary,2020-04-18,1834,172,231,1431
Hungary,2020-04-19,1916,189,250,1477
Hungary,2020-04-20,1984,199,267,1518
Iceland,2020-02-28,1,0,0,1
Iceland,2020-02-29,1,0,0,1
Iceland,2020-03-01,3,0,0,3
Iceland,2020-03-02,9,0,0,9
Iceland,2020-03-03,16,0,0,16
Iceland,2020-03-04,26,0,0,26
Iceland,2020-03-05,37,0,0,37
Iceland,2020-03-06,45,0,0,45
Iceland,2020-03-07,50,0,0,50
Iceland,2020-03-08,58,0,0,58
Iceland,2020-03-09,65,0,0,65
Iceland,2020-03-10,81,0,0,81
Iceland,2020-03-11,90,0,0,90
Iceland,2020-03-12,117,0,0,117
Iceland,2020-03-13,138,0,0,138
Iceland,2020-03-14,161,0,2,159
Iceland,2020-03-15,180,0,3,177
Iceland,2020-03-16,199,0,7,192
Iceland,2020-03-17,247,1,11,235
Iceland,2020-03-18,330,1,20,309
Iceland,2020-03-19,409,1,25,383
Iceland,2020-03-20,473,1,36,436
Iceland,2020-03-21,568,1,39,528
Iceland,2020-03-22,588,1,41,546
Iceland,2020-03-23,648,2,54,592
Iceland,2020-03-24,737,2,63,672
Iceland,2020-03-25,802,2,79,721
Iceland,2020-03-26,890,2,94,794
Iceland,2020-03-27,963,2,112,849
Iceland,2020-03-28,"1,020",2,125,893
Iceland,2020-03-29,"1,086",2,144,940
Iceland,2020-03-30,"1,135",2,178,955
Iceland,2020-03-31,"1,220",2,228,990
Iceland,2020-04-01,"1,319",4,270,1045
Iceland,2020-04-02,"1,364",4,314,1046
Iceland,2020-04-03,"1,417",4,396,1017
Iceland,2020-04-04,"1,486",4,428,1054
Iceland,2020-04-05,"1,562",6,460,1096
Iceland,2020-04-06,"1,586",6,559,1021
Iceland,2020-04-07,"1,616",6,633,977
Iceland,2020-04-08,"1,648",6,688,954
Iceland,2020-04-09,"1,675",7,751,917
Iceland,2020-04-10,"1,689",8,841,840
Iceland,2020-04-11,"1,701",8,889,804
Iceland,2020-04-12,"1,711",8,933,770
Iceland,2020-04-13,"1,720",8,989,723
Iceland,2020-04-14,"1,727",8,1077,642
Iceland,2020-04-15,"1,739",8,1144,587
Iceland,2020-04-16,"1,754",9,1224,521
Iceland,2020-04-17,"1,760",9,1291,460
Iceland,2020-04-18,"1,771",9,1328,434
Iceland,2020-04-19,"1,773",10,1362,401
Bahrain,2020-04-20,1907,7,773,1127
Bangladesh,2020-03-08,3,0,0,3
Bangladesh,2020-03-15,5,0,0,5
Bangladesh,2020-03-16,8,0,0,8
Bangladesh,2020-03-17,10,0,0,10
Bangladesh,2020-03-18,14,0,0,14
Bangladesh,2020-03-19,17,1,0,16
Bangladesh,2020-03-20,20,1,0,19
Bangladesh,2020-03-21,24,1,3,20
Bangladesh,2020-03-22,27,2,3,22
Bangladesh,2020-03-23,33,2,3,28
Bangladesh,2020-03-24,39,3,4,32
Bangladesh,2020-03-25,39,4,5,30
Bangladesh,2020-03-26,44,5,5,34
Bangladesh,2020-03-27,48,5,5,38
Bangladesh,2020-03-28,48,5,5,38
Bangladesh,2020-03-29,48,5,15,28
Bangladesh,2020-03-30,49,5,15,29
Bangladesh,2020-03-31,51,5,25,21
Bangladesh,2020-04-01,54,6,25,23
Bangladesh,2020-04-02,56,6,26,24
Bangladesh,2020-04-03,61,6,25,30
Bangladesh,2020-04-04,70,8,30,32
Bangladesh,2020-04-05,88,9,33,46
Bangladesh,2020-04-06,123,12,33,78
Bangladesh,2020-04-07,164,17,33,114
Bangladesh,2020-04-08,218,20,33,165
Bangladesh,2020-04-09,330,21,33,276
Bangladesh,2020-04-10,424,27,33,364
Bangladesh,2020-04-11,482,30,36,416
Bangladesh,2020-04-12,621,34,39,548
Bangladesh,2020-04-13,803,39,42,722
Bangladesh,2020-04-14,"1,012",46,42,924
Bangladesh,2020-04-15,"1,280",50,49,1181
Bangladesh,2020-04-16,"1,572",60,49,1463
Bangladesh,2020-04-17,"1,838",75,58,1705
Bangladesh,2020-04-18,"2,144",84,66,1994
Bangladesh,2020-04-19,"2,456",91,75,2290
Bangladesh,2020-04-20,"2,948",101,85,2762
Kuwait,2020-02-24,5,0,0,5
Kuwait,2020-02-25,11,0,0,11
Kuwait,2020-02-26,26,0,0,26
Kuwait,2020-02-27,43,0,0,43
Kuwait,2020-02-28,45,0,0,45
Kuwait,2020-02-29,45,0,0,45
Kuwait,2020-03-01,46,0,0,46
Kuwait,2020-03-02,56,0,0,56
Kuwait,2020-03-03,56,0,0,56
Kuwait,2020-03-04,56,0,0,56
Kuwait,2020-03-05,58,0,1,57
Kuwait,2020-03-06,58,0,1,57
Kuwait,2020-03-07,61,0,1,60
Kuwait,2020-03-08,64,0,1,63
Kuwait,2020-03-09,65,0,2,63
Kuwait,2020-03-10,69,0,2,67
Kuwait,2020-03-11,72,0,5,67
Kuwait,2020-03-12,80,0,5,75
Kuwait,2020-03-13,100,0,5,95
Kuwait,2020-03-14,104,0,7,97
Kuwait,2020-03-15,112,0,9,103
Kuwait,2020-03-16,123,0,12,111
Kuwait,2020-03-17,130,0,12,118
Kuwait,2020-03-18,142,0,15,127
Kuwait,2020-03-19,148,0,18,130
Kuwait,2020-03-20,159,0,22,137
Kuwait,2020-03-21,176,0,27,149
Kuwait,2020-03-22,188,0,30,158
Kuwait,2020-03-23,189,0,30,159
Kuwait,2020-03-24,191,0,39,152
Kuwait,2020-03-25,195,0,43,152
Kuwait,2020-03-26,208,0,49,159
Kuwait,2020-03-27,225,0,57,168
Kuwait,2020-03-28,235,0,64,171
Kuwait,2020-03-29,255,0,67,188
Kuwait,2020-03-30,266,0,72,194
Kuwait,2020-03-31,289,0,73,216
Kuwait,2020-04-01,317,0,80,237
Kuwait,2020-04-02,342,0,81,261
Kuwait,2020-04-03,417,0,82,335
Kuwait,2020-04-04,455,1,93,361
Kuwait,2020-04-05,556,1,99,456
Kuwait,2020-04-06,665,1,103,561
Kuwait,2020-04-07,743,1,105,637
Kuwait,2020-04-08,855,1,111,743
Kuwait,2020-04-09,910,1,111,798
Kuwait,2020-04-10,993,1,123,869
Kuwait,2020-04-11,1154,1,133,1020
Kuwait,2020-04-12,1234,1,142,1091
Kuwait,2020-04-13,1300,2,150,1148
Kuwait,2020-04-14,1355,3,176,1176
Kuwait,2020-04-15,1405,3,206,1196
Kuwait,2020-04-16,1524,3,225,1296
Kuwait,2020-04-17,1658,5,258,1395
Kuwait,2020-04-18,1751,6,280,1465
Kuwait,2020-04-19,1915,7,305,1603
Kuwait,2020-04-20,1995,9,367,1619
Kazakhstan,2020-03-13,4,0,0,4
Kazakhstan,2020-03-14,6,0,0,6
Kazakhstan,2020-03-15,9,0,0,9
Kazakhstan,2020-03-16,10,0,0,10
Kazakhstan,2020-03-17,33,0,0,33
Kazakhstan,2020-03-18,36,0,0,36
Kazakhstan,2020-03-19,44,0,0,44
Kazakhstan,2020-03-20,52,0,0,52
Kazakhstan,2020-03-21,54,0,0,54
Kazakhstan,2020-03-22,60,0,0,60
Kazakhstan,2020-03-23,62,0,0,62
Kazakhstan,2020-03-24,72,0,0,72
Kazakhstan,2020-03-25,80,0,2,78
Kazakhstan,2020-03-26,113,1,2,110
Kazakhstan,2020-03-27,150,1,3,146
Kazakhstan,2020-03-28,228,1,18,209
Kazakhstan,2020-03-29,284,1,20,263
Kazakhstan,2020-03-30,308,1,21,286
Kazakhstan,2020-03-31,340,2,24,314
Kazakhstan,2020-04-01,386,3,26,357
Kazakhstan,2020-04-02,435,3,27,405
Kazakhstan,2020-04-03,464,3,29,432
Kazakhstan,2020-04-04,531,5,36,490
Kazakhstan,2020-04-05,584,6,42,536
Kazakhstan,2020-04-06,662,6,46,610
Kazakhstan,2020-04-07,697,6,51,640
Kazakhstan,2020-04-08,727,7,54,666
Kazakhstan,2020-04-09,781,8,60,713
Kazakhstan,2020-04-10,812,10,64,738
Kazakhstan,2020-04-11,865,10,81,774
Kazakhstan,2020-04-12,951,10,99,842
Kazakhstan,2020-04-13,1091,12,138,941
Kazakhstan,2020-04-14,1232,14,203,1015
Kazakhstan,2020-04-15,1295,16,240,1039
Kazakhstan,2020-04-16,1402,17,277,1108
Kazakhstan,2020-04-17,1546,17,347,1182
Kazakhstan,2020-04-18,1630,17,378,1235
Kazakhstan,2020-04-19,1711,19,401,1291
Kazakhstan,2020-04-20,1852,19,447,1386
Kazakhstan,2020-04-21,1949,19,447,1483
Iraq,2020-02-24,1,0,0,1
Iraq,2020-02-25,1,0,0,1
Iraq,2020-02-26,1,0,0,1
Iraq,2020-02-27,1,0,0,1
Iraq,2020-02-28,1,0,0,1
Iraq,2020-02-29,1,0,0,1
Iraq,2020-03-01,8,0,0,8
